battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1500,yes,1.3,yes,0,yes,14,0.2,201,4,1,111,1167,579,14,12.0,13,yes,yes,no,0
1578,yes,,,0,,14,0.5,183,2,4,1213,1386,3222,17,,7,yes,yes,no,3
1400,no,1.7000000000000002,yes,8,yes,26,0.9,160,1,12,755,1284,3490,14,3.0,12,yes,yes,no,3
1887,no,2.5,yes,12,yes,14,0.7,102,4,15,1406,1517,1279,9,6.0,17,yes,no,yes,1
1323,yes,1.4000000000000001,no,0,yes,63,0.5,119,8,9,817,941,1466,7,6.0,17,yes,yes,yes,1
1023,no,1.4000000000000001,no,7,no,9,0.7999999999999999,202,2,12,901,1793,1357,6,1.0,15,yes,yes,no,1
1212,yes,1.7000000000000002,yes,9,no,57,0.6,121,4,20,329,1039,1888,16,0.0,18,yes,no,yes,1
1951,yes,0.6,yes,2,yes,31,0.2,155,5,9,837,1182,834,7,3.0,20,yes,no,no,1
1993,no,2.3000000000000003,yes,1,yes,42,0.7999999999999999,92,1,13,366,613,724,6,5.0,11,yes,yes,no,0
798,no,0.6,no,2,no,12,0.6,124,1,8,174,518,1077,7,3.0,3,no,yes,no,0
1014,no,0.6,yes,4,no,39,0.2,171,4,6,882,1195,2804,8,0.0,11,yes,yes,no,2
1320,no,2.0,yes,0,yes,11,0.9,198,2,15,688,1591,1782,12,10.0,3,yes,no,no,1
1710,no,0.9,no,8,yes,14,1.0,207,4,16,263,1345,1249,19,16.0,17,yes,no,no,1
600,yes,0.9,yes,8,yes,62,0.2,127,8,9,118,764,3068,11,2.0,20,yes,yes,no,2
603,yes,1.8,yes,3,yes,6,0.9,179,4,11,818,1827,2653,14,8.0,10,yes,no,yes,2
563,yes,2.9,yes,2,yes,40,0.2,109,7,6,426,865,2976,15,12.0,20,yes,no,yes,2
1606,yes,2.0,yes,0,yes,63,0.7,103,5,2,641,1156,1466,15,9.0,21,yes,yes,no,1
541,no,2.1,yes,1,no,24,0.6,96,4,2,958,967,1328,7,4.0,4,yes,yes,no,0
828,no,0.6,yes,0,yes,57,0.6,145,2,0,354,530,325,17,3.0,8,yes,no,yes,0
1813,no,3.0,no,0,no,33,0.30000000000000004,142,8,2,1099,1553,2612,8,3.0,14,yes,yes,no,3
1844,yes,2.3000000000000003,yes,7,no,56,0.5,189,4,10,783,1227,3723,16,11.0,5,no,yes,yes,3
1422,no,2.9,yes,1,no,50,0.2,110,8,8,194,1393,765,17,1.0,18,no,yes,yes,0
1765,no,0.6,yes,12,no,10,0.30000000000000004,194,3,19,238,1893,794,17,12.0,14,yes,no,yes,0
1807,yes,0.6,no,0,no,29,0.30000000000000004,192,4,2,758,891,1278,19,4.0,18,no,yes,no,1
1926,no,0.6,no,3,yes,63,0.4,121,2,10,122,686,3425,13,3.0,20,yes,no,no,3
1803,no,0.6,yes,6,no,52,1.0,130,6,10,100,1708,260,14,8.0,10,yes,no,no,0
1728,yes,2.0,no,1,yes,42,0.7,116,5,3,1221,1804,1870,16,7.0,7,yes,no,no,2
796,no,2.6,yes,15,no,14,0.7,207,3,19,312,1376,2173,19,8.0,19,no,no,yes,1
1688,yes,0.6,yes,4,no,28,0.9,192,5,8,599,1073,782,11,10.0,6,no,no,no,0
1446,yes,2.2,yes,0,no,6,1.0,113,1,1,1274,1340,714,17,5.0,11,no,no,no,0
1006,no,1.7000000000000002,yes,0,yes,30,1.1,170,8,1,62,581,1014,7,4.0,14,yes,yes,yes,0
1244,yes,2.5,no,8,no,28,0.30000000000000004,176,4,9,315,1796,320,11,10.0,20,yes,no,no,0
541,no,,no,6,,26,0.30000000000000004,147,6,8,1123,1709,3950,18,,16,yes,yes,yes,3
1542,no,0.7999999999999999,yes,0,yes,29,0.2,167,7,1,318,831,1163,11,8.0,6,yes,no,no,0
674,no,0.6,no,7,yes,35,0.2,109,8,17,574,1267,1405,16,7.0,7,yes,no,no,0
952,no,0.6,no,6,yes,55,0.2,134,8,7,86,1681,1307,6,5.0,5,yes,no,yes,0
1330,yes,0.6,no,5,yes,27,0.4,154,3,18,602,1156,2676,7,2.0,6,yes,no,yes,2
1449,no,0.6,no,3,no,40,0.7999999999999999,194,2,5,963,1062,473,8,4.0,21,no,no,yes,0
1975,yes,0.6,yes,3,no,21,0.9,105,8,7,127,507,1726,12,10.0,9,no,no,yes,1
1733,yes,2.4,yes,18,no,60,0.6,181,4,20,142,1039,1222,9,3.0,21,no,yes,no,1
1619,no,1.6,no,1,yes,63,0.7999999999999999,121,2,10,274,1079,2756,19,10.0,9,yes,yes,yes,2
1793,yes,0.6,yes,1,yes,33,0.6,120,5,4,371,682,596,17,8.0,17,yes,no,yes,0
853,no,2.4,yes,7,yes,54,1.1,111,2,9,788,1007,1007,12,2.0,15,yes,no,yes,0
858,no,2.0,yes,0,yes,14,0.7,125,1,7,395,1027,2441,6,3.0,13,yes,yes,yes,1
716,yes,0.6,no,1,no,30,0.4,155,4,2,643,1527,2304,12,,11,no,yes,yes,1
953,no,0.6,no,6,yes,15,0.7,91,2,17,854,935,1085,16,11.0,17,yes,yes,no,0
1305,yes,2.2,no,6,yes,10,0.5,119,8,15,1335,1873,2221,9,3.0,16,yes,yes,yes,2
1552,yes,2.8000000000000003,no,2,no,32,0.2,136,7,5,1541,1619,1573,12,3.0,15,no,no,no,2
1761,yes,1.5,no,10,yes,15,0.5,111,4,13,382,1163,2109,18,5.0,17,yes,yes,no,2
1450,no,0.6,yes,18,no,2,0.30000000000000004,110,5,19,846,1144,595,9,4.0,19,yes,yes,yes,0
1989,yes,2.0,no,0,no,50,0.7999999999999999,129,8,18,960,1925,859,12,4.0,7,yes,yes,no,1
910,no,2.2,no,1,no,44,0.7,105,5,2,154,941,3520,16,12.0,8,yes,yes,yes,3
906,no,2.8000000000000003,yes,4,no,19,0.7,157,6,7,1094,1496,547,19,18.0,17,no,no,no,0
1354,no,2.5,no,5,yes,6,1.0,102,6,9,629,1299,1311,12,1.0,15,yes,no,no,1
1602,no,2.6,yes,1,no,19,0.7,98,6,9,831,1713,1181,10,,19,no,no,yes,1
1456,no,1.5,yes,8,no,37,0.9,90,8,20,903,910,1715,16,0.0,20,no,no,no,1
1491,no,2.2,yes,0,no,9,0.5,179,3,1,923,1759,1665,9,3.0,15,yes,no,yes,1
1825,no,2.9,yes,11,no,10,0.7,91,8,19,362,1250,1814,5,0.0,20,yes,yes,yes,2
1583,yes,1.1,no,9,no,41,0.5,182,4,19,693,850,1386,19,9.0,3,no,yes,yes,1
1674,yes,1.8,yes,1,yes,44,0.6,182,8,4,1250,1435,1350,11,6.0,8,yes,yes,yes,1
661,no,2.3000000000000003,no,0,yes,24,0.7999999999999999,161,8,2,924,1877,3927,8,1.0,11,yes,yes,yes,3
1813,yes,0.6,yes,0,no,32,1.1,125,6,0,204,1132,350,17,11.0,19,yes,no,yes,0
690,yes,2.6,no,9,no,40,0.30000000000000004,119,5,20,376,1957,1384,12,7.0,9,no,yes,no,1
1935,no,2.9,yes,1,no,16,0.6,164,3,9,229,1473,840,14,2.0,19,no,yes,no,0
917,no,2.1,no,8,yes,31,0.4,101,3,20,875,1316,380,11,6.0,10,yes,yes,no,0
1008,no,2.3000000000000003,yes,4,yes,22,0.9,145,4,8,35,991,911,18,4.0,8,yes,no,yes,0
1136,yes,1.0,no,2,yes,13,0.5,102,4,19,18,903,3634,17,8.0,20,yes,yes,no,3
601,yes,3.0,no,0,yes,64,0.4,196,8,1,103,646,3398,5,3.0,8,yes,no,no,2
975,no,0.6,yes,5,no,53,0.6,206,5,7,105,588,1863,13,10.0,17,no,yes,no,1
1182,yes,2.6,no,0,yes,27,0.2,100,6,1,168,540,350,7,5.0,20,yes,yes,yes,0
661,no,0.6,yes,7,yes,5,0.4,179,8,10,659,730,2192,16,10.0,17,yes,yes,no,1
1004,no,2.8000000000000003,yes,16,yes,11,0.5,195,6,18,285,512,963,10,7.0,20,yes,no,yes,0
604,no,1.0,no,9,no,50,1.0,151,8,18,1571,1717,2191,7,5.0,17,no,yes,no,2
533,yes,0.6,yes,0,yes,12,0.6,131,4,3,158,1657,2333,18,12.0,21,yes,no,yes,1
1452,no,2.2,no,1,no,31,0.7,124,5,4,1573,1639,796,11,5.0,10,no,yes,yes,1
1344,no,2.9,no,1,no,50,0.2,183,1,8,127,620,2646,7,2.0,12,no,yes,yes,2
834,yes,0.6,no,5,yes,22,0.7,208,1,8,343,1431,1668,15,4.0,21,yes,yes,yes,1
869,yes,1.6,no,0,yes,57,0.2,169,4,0,289,724,2159,8,6.0,19,yes,no,no,1
1406,no,2.2,no,16,no,44,1.0,161,1,20,1703,1880,1198,10,6.0,6,no,no,yes,1
842,no,1.0,yes,6,no,33,0.7999999999999999,160,6,7,1482,1591,2074,10,8.0,20,no,yes,no,2
1370,no,0.6,no,10,yes,42,0.30000000000000004,101,1,20,907,925,1592,12,0.0,15,yes,no,no,1
1929,no,1.0,yes,3,no,11,0.5,200,8,12,491,1506,2918,16,11.0,19,no,yes,yes,3
1716,no,0.6,yes,7,no,31,0.5,130,2,10,287,627,3709,5,1.0,20,no,no,yes,3
1203,yes,0.6,no,1,yes,10,0.5,208,6,5,1151,1723,728,11,4.0,4,yes,yes,no,0
1798,yes,2.4,no,4,no,44,1.0,194,2,11,1024,1363,3579,17,7.0,5,yes,yes,no,3
1149,no,0.9,yes,11,no,28,0.7999999999999999,168,6,13,1085,1134,2629,18,3.0,16,yes,no,yes,2
778,yes,1.8,no,0,yes,20,1.1,156,4,9,991,1803,687,15,11.0,8,yes,yes,yes,0
512,no,2.7,no,0,no,33,0.2,120,6,10,1052,1897,1695,6,2.0,6,no,yes,no,1
1047,yes,1.3,yes,3,yes,40,0.2,185,6,7,1078,1564,2139,11,8.0,13,yes,no,yes,2
1499,yes,1.0,yes,4,yes,10,0.2,163,8,20,98,977,3698,9,0.0,4,yes,no,yes,3
1427,yes,0.7,no,0,yes,33,0.6,99,3,2,396,1648,3773,10,3.0,10,yes,no,yes,3
728,no,2.3000000000000003,no,0,yes,40,0.9,104,4,20,323,978,1344,16,11.0,5,yes,yes,yes,0
1578,yes,2.1,no,0,yes,20,0.7,158,3,0,410,1551,1381,17,1.0,17,yes,no,yes,1
716,yes,2.2,yes,5,yes,11,0.2,207,3,6,1750,1857,1166,15,12.0,20,yes,yes,no,1
543,no,1.1,no,0,yes,10,0.5,137,4,0,1836,1873,1021,19,9.0,16,yes,yes,no,1
1619,yes,2.7,no,14,no,29,1.0,123,6,20,283,676,3687,13,1.0,19,no,no,no,3
1156,no,1.2000000000000002,yes,2,yes,5,0.30000000000000004,108,1,13,539,1240,1472,12,0.0,13,yes,no,no,1
1640,no,1.1,no,6,no,2,0.30000000000000004,199,1,11,440,563,2301,19,9.0,10,yes,yes,yes,2
1152,yes,2.8000000000000003,no,0,no,39,0.5,161,8,1,397,800,1001,6,2.0,12,yes,yes,no,0
1808,yes,2.1,yes,2,yes,54,0.2,127,1,11,347,727,3144,13,0.0,7,yes,no,yes,3
1836,no,,no,7,yes,40,0.2,109,4,11,0,1987,3694,13,,17,yes,yes,no,3
522,no,2.4,no,0,yes,31,0.9,155,6,14,264,519,2755,13,7.0,18,yes,no,yes,1
567,no,0.7,yes,1,no,50,0.2,168,2,8,543,703,2158,13,6.0,7,yes,yes,yes,1
1691,yes,0.6,no,11,no,9,0.6,160,5,15,467,675,2639,8,4.0,4,yes,no,no,2
744,yes,2.4,no,0,no,21,0.7999999999999999,114,8,1,875,925,333,11,8.0,8,yes,no,no,0
1145,no,1.3,yes,1,yes,22,1.1,135,3,6,1116,1724,1216,12,5.0,17,yes,yes,no,1
763,yes,0.6,no,9,no,3,0.9,206,7,15,1325,1945,2250,19,3.0,16,yes,yes,yes,2
774,yes,1.3,yes,7,yes,8,0.7,144,7,8,552,1802,424,7,6.0,16,yes,no,no,0
1017,yes,0.9,no,5,no,12,0.6,112,3,14,335,679,2295,5,1.0,3,no,yes,no,1
1826,yes,2.0,yes,9,yes,2,0.7999999999999999,113,1,14,50,1105,3960,12,2.0,20,yes,yes,no,3
1185,yes,0.6,yes,3,yes,48,0.2,130,8,12,268,1010,1154,8,3.0,4,yes,no,no,0
1474,no,3.1,no,4,yes,20,0.4,179,2,6,443,892,799,6,1.0,12,yes,yes,no,0
1870,yes,0.6,no,2,yes,40,1.0,189,8,17,576,884,300,8,2.0,18,yes,yes,no,0
1377,no,3.0,no,2,no,20,0.5,157,6,7,596,679,3849,8,0.0,13,yes,no,yes,3
883,no,1.1,no,1,no,64,0.6,170,3,6,115,636,2112,18,9.0,7,yes,yes,yes,1
1744,yes,0.6,yes,5,yes,43,1.0,186,3,7,356,1407,1923,9,2.0,4,yes,yes,no,2
1227,no,0.7999999999999999,yes,6,no,60,0.2,117,2,15,10,1567,2425,17,11.0,7,yes,no,no,2
1972,yes,0.6,yes,0,yes,15,1.1,142,2,0,1399,1684,1660,15,9.0,21,yes,yes,yes,2
1188,yes,0.6,yes,2,no,21,0.5,170,8,4,68,584,2363,17,8.0,8,yes,no,no,1
1577,no,2.6,yes,0,yes,11,0.30000000000000004,195,7,20,492,818,2184,7,3.0,18,yes,yes,no,2
1556,no,2.9,yes,7,no,23,0.2,115,6,18,699,1492,2186,13,9.0,21,yes,no,yes,2
1974,yes,1.7000000000000002,no,0,no,48,0.6,102,8,2,290,804,2874,7,2.0,12,yes,no,yes,3
829,yes,0.7,yes,9,yes,35,0.30000000000000004,97,6,17,23,826,2369,5,3.0,16,yes,no,yes,1
1065,no,1.6,no,7,no,3,1.0,165,4,10,394,849,1921,12,10.0,21,yes,yes,no,1
1697,no,2.4,yes,1,no,34,0.5,94,5,10,713,1742,3298,17,6.0,15,no,no,no,3
1345,no,2.5,yes,5,yes,14,1.0,91,8,10,1063,1205,464,18,7.0,12,yes,yes,yes,0
836,no,0.6,no,2,yes,27,0.30000000000000004,133,1,16,1421,1463,1593,11,9.0,21,yes,yes,no,1
597,no,2.7,no,0,yes,20,0.5,132,2,18,623,816,1595,19,11.0,3,yes,no,yes,0
1083,yes,2.0,yes,13,yes,42,0.2,111,7,17,83,816,2458,7,4.0,8,yes,no,no,1
913,no,1.5,yes,3,no,14,0.7999999999999999,209,4,4,1563,1692,2935,16,3.0,12,no,yes,no,3
846,no,2.3000000000000003,yes,1,yes,22,1.0,207,7,2,777,1995,3156,14,11.0,8,yes,no,no,3
1337,yes,3.1,no,3,no,60,0.9,190,2,4,83,559,3617,5,2.0,10,yes,no,no,3
1130,yes,0.6,yes,6,no,33,0.7,157,8,7,938,1226,1442,17,15.0,20,yes,no,no,1
828,yes,2.5,yes,14,yes,57,0.7,127,2,17,1077,1183,1909,15,14.0,6,yes,no,no,1
1652,no,2.4,no,0,yes,38,0.7999999999999999,99,1,1,773,881,326,14,10.0,3,yes,yes,yes,0
1164,no,1.1,no,0,no,50,0.6,114,4,10,332,866,1406,10,3.0,16,yes,yes,yes,1
1519,no,2.6,no,2,yes,8,0.9,179,4,18,570,1645,2740,18,16.0,13,yes,no,no,2
965,no,0.6,no,1,yes,60,0.9,166,3,3,742,821,2724,12,6.0,17,yes,no,no,2
1839,no,1.1,yes,5,yes,12,1.0,113,8,6,1420,1539,2296,8,7.0,21,yes,no,yes,3
1030,yes,2.9,no,1,yes,30,0.2,203,1,10,1801,1923,1426,18,4.0,14,yes,no,yes,1
1833,yes,2.3000000000000003,yes,4,no,55,1.1,199,8,9,1693,1790,1135,14,3.0,11,no,yes,no,1
573,yes,2.1,yes,5,yes,58,0.7,111,6,11,31,1536,557,19,10.0,12,yes,no,yes,0
1772,yes,2.4,no,0,no,9,0.7,193,6,5,1098,1373,3787,13,10.0,15,yes,no,yes,3
644,yes,0.6,no,0,yes,38,0.9,96,5,10,887,1775,437,9,2.0,3,yes,yes,no,0
624,yes,2.0,yes,12,no,11,0.9,203,8,14,760,1964,3185,5,0.0,5,yes,yes,yes,2
1414,no,0.7,no,9,no,57,0.30000000000000004,96,3,10,2,660,1855,15,10.0,19,no,no,yes,1
735,no,0.9,no,7,no,16,0.5,148,4,12,202,1787,2650,12,0.0,20,yes,yes,no,2
1072,yes,3.1,no,9,no,19,0.9,170,7,16,90,1614,2649,14,13.0,21,no,yes,no,2
1996,yes,0.7999999999999999,no,5,no,5,0.5,199,2,7,86,1546,1838,12,11.0,19,yes,no,no,2
1910,no,0.6,no,9,yes,30,1.1,121,2,19,140,1046,2946,19,17.0,18,yes,no,yes,3
792,no,0.6,yes,7,yes,44,0.2,99,8,8,1100,1437,3426,13,11.0,10,yes,yes,no,3
1662,no,0.6,no,2,yes,15,0.7999999999999999,110,8,8,440,569,2426,12,5.0,10,yes,yes,no,2
1778,no,2.3000000000000003,no,2,no,20,1.0,92,6,16,1563,1803,2673,15,10.0,13,no,yes,yes,3
1613,no,0.6,yes,4,yes,27,1.0,209,1,10,163,1011,3080,15,2.0,7,yes,no,yes,2
1412,yes,0.6,yes,0,yes,15,0.4,102,3,1,192,1311,2306,18,4.0,19,yes,yes,no,2
1774,yes,1.7000000000000002,no,17,yes,45,0.6,169,2,18,837,1405,1148,6,1.0,18,yes,yes,no,1
1282,yes,1.4000000000000001,no,0,yes,39,1.1,118,7,1,356,588,2337,6,4.0,3,yes,no,yes,1
1714,yes,1.0,yes,2,no,23,1.1,165,7,19,155,663,1424,5,0.0,16,yes,yes,no,1
1564,yes,0.7999999999999999,no,0,no,55,0.2,150,8,1,1032,1776,2098,15,3.0,4,no,no,no,2
893,no,2.0,yes,1,yes,18,0.2,163,6,3,40,1435,1305,17,16.0,5,yes,yes,yes,0
1959,no,1.3,yes,18,yes,36,0.9,161,2,19,1194,1727,1117,16,2.0,19,yes,no,yes,1
1112,no,0.7,no,1,no,42,1.0,202,5,2,1179,1262,458,12,8.0,19,yes,yes,no,0
877,yes,1.5,yes,1,yes,43,0.7,114,8,3,902,969,3398,14,2.0,19,yes,no,no,3
1213,yes,1.3,no,0,no,28,0.4,140,2,3,58,963,2752,6,1.0,15,no,yes,no,2
673,no,3.0,no,7,yes,2,0.2,105,6,19,614,1617,2280,13,4.0,3,yes,no,no,2
1874,no,0.6,no,5,yes,26,0.6,182,4,10,672,1088,2275,8,4.0,9,yes,no,yes,2
1078,no,2.4,yes,0,yes,14,0.7999999999999999,201,5,0,1088,1718,2357,17,16.0,3,yes,yes,yes,2
913,yes,2.3000000000000003,yes,1,yes,28,0.6,192,2,2,157,763,2640,8,4.0,14,yes,yes,yes,1
1275,yes,0.7999999999999999,no,1,no,23,0.7,188,6,14,485,1399,560,8,5.0,14,yes,no,no,0
1319,no,1.6,no,6,no,12,0.2,164,2,9,431,542,427,7,0.0,12,yes,yes,yes,0
942,no,3.0,no,0,no,16,0.7999999999999999,125,4,1,499,1090,2194,15,13.0,10,yes,yes,yes,1
731,yes,2.1,no,0,no,14,0.7,145,6,2,563,1055,3399,19,15.0,18,yes,no,yes,2
1496,no,2.5,no,6,yes,3,1.0,103,7,17,944,1003,1210,14,13.0,18,yes,yes,no,1
1255,no,0.7999999999999999,no,0,yes,34,1.0,123,4,10,161,647,3520,7,3.0,9,yes,yes,yes,3
897,no,0.6,yes,6,no,16,0.4,174,8,14,126,1575,3124,7,0.0,5,no,no,yes,2
1630,yes,1.9000000000000001,yes,11,no,56,0.2,146,2,13,500,1713,3360,17,11.0,13,yes,yes,yes,3
627,no,2.8000000000000003,yes,2,no,42,0.9,148,8,3,203,1771,2931,10,4.0,18,yes,no,no,2
1112,no,1.6,no,2,yes,12,0.4,163,8,5,961,1950,626,9,7.0,16,yes,no,no,0
1001,no,1.8,no,6,no,49,0.7,142,1,17,608,1970,1600,7,0.0,9,no,yes,no,1
1858,no,0.6,yes,0,yes,24,0.2,165,5,1,277,1155,2054,17,,11,yes,yes,no,2
1899,yes,2.0,no,2,yes,54,0.4,164,2,7,630,738,414,17,11.0,3,yes,no,no,0
1204,yes,2.5,yes,0,no,19,0.2,132,2,1,404,1742,597,19,0.0,4,no,no,no,0
1173,yes,1.8,yes,2,no,19,0.4,177,7,19,248,755,265,6,5.0,9,no,no,no,0
966,no,2.1,no,0,yes,22,0.7999999999999999,96,8,0,225,1234,2579,17,,6,yes,yes,no,2
1975,yes,2.5,yes,6,no,46,0.2,203,4,10,699,851,641,6,,4,no,no,yes,0
1994,yes,0.7,yes,11,no,2,0.2,151,1,14,649,895,3208,10,9.0,11,yes,yes,no,3
1095,no,0.6,no,1,yes,31,0.7,181,2,12,1310,1420,1648,12,,7,yes,yes,no,1
1642,no,0.6,yes,1,yes,36,1.0,97,8,11,664,1806,3237,6,1.0,11,yes,no,yes,3
828,no,0.7,no,3,no,62,0.7999999999999999,197,4,19,778,1615,2000,17,4.0,18,no,no,no,1
1866,no,,no,0,yes,7,0.2,152,1,2,225,1545,2260,10,,11,yes,no,no,2
588,yes,0.7,no,16,yes,42,0.4,131,7,17,785,1118,1871,12,2.0,8,yes,yes,yes,1
1208,no,,,10,,30,0.7,137,3,13,1581,1713,1827,7,,5,yes,no,yes,2
834,yes,0.6,yes,1,yes,5,0.2,175,5,2,9,1944,3948,12,5.0,15,yes,yes,yes,3
850,yes,2.9,no,1,no,8,0.2,113,7,3,7,1294,438,10,6.0,16,yes,yes,yes,0
1853,no,3.0,no,0,no,53,0.7999999999999999,122,6,2,174,1175,2680,6,0.0,9,yes,no,no,2
1168,yes,0.6,no,7,no,59,0.6,90,1,11,437,638,3889,8,6.0,8,yes,no,yes,3
1256,yes,1.3,no,2,yes,27,0.30000000000000004,144,2,10,1288,1372,819,14,1.0,17,yes,yes,yes,0
986,yes,2.3000000000000003,yes,0,yes,39,0.6,129,8,18,56,1931,2015,11,7.0,17,yes,yes,no,1
1181,yes,0.9,no,1,no,5,1.0,164,5,17,913,1429,545,8,7.0,19,no,no,yes,0
515,no,2.0,no,8,no,27,0.5,184,8,13,282,710,3402,16,6.0,14,no,yes,yes,2
559,no,0.6,yes,3,no,17,0.30000000000000004,99,6,4,322,710,2625,17,16.0,17,no,no,no,1
746,no,1.8,yes,0,yes,33,0.6,115,4,2,1252,1963,2702,9,3.0,20,yes,no,no,2
1131,yes,0.9,yes,9,yes,21,0.7,126,2,10,1128,1702,1402,11,0.0,14,yes,yes,no,1
1150,no,2.4,yes,0,yes,58,0.4,180,5,20,606,688,3129,10,7.0,12,yes,no,no,2
1678,no,1.7000000000000002,no,2,no,37,0.30000000000000004,155,1,3,134,1197,2517,14,8.0,5,yes,no,yes,2
1003,no,2.9,yes,1,no,40,0.30000000000000004,127,3,7,922,1836,3656,13,9.0,11,yes,yes,yes,3
1088,no,2.8000000000000003,no,0,yes,24,0.2,145,8,19,1874,1976,3932,17,1.0,19,yes,yes,yes,3
504,no,0.9,no,7,no,52,1.1,92,6,8,281,1159,2668,5,4.0,21,yes,yes,no,2
1643,no,1.2000000000000002,no,6,no,48,0.7999999999999999,107,8,7,224,1994,1697,13,6.0,18,yes,no,yes,2
625,no,1.5,yes,0,yes,15,0.30000000000000004,199,3,1,778,844,3512,14,4.0,19,yes,no,yes,2
1059,yes,2.8000000000000003,no,3,yes,41,0.2,107,4,10,397,891,2035,16,9.0,3,yes,yes,no,1
557,yes,3.1,yes,5,yes,38,0.9,203,2,10,214,1970,1688,8,1.0,9,yes,no,yes,1
1002,no,2.8000000000000003,no,1,yes,58,1.1,145,5,12,461,833,864,7,0.0,21,yes,no,no,0
843,no,0.6,no,6,yes,11,0.4,91,5,14,125,675,959,6,5.0,12,yes,yes,no,0
867,no,3.0,no,5,no,16,0.2,99,4,12,335,1009,3496,13,3.0,15,no,no,yes,3
1234,no,1.3,no,12,no,30,1.0,141,6,14,625,761,1658,8,4.0,16,yes,yes,yes,1
1196,no,2.4,no,6,yes,34,0.30000000000000004,175,2,12,494,509,315,15,1.0,20,yes,yes,no,0
614,yes,0.6,yes,1,yes,20,0.9,189,8,6,1145,1487,3284,16,2.0,19,yes,yes,yes,3
1364,yes,3.0,no,0,no,47,0.6,196,6,4,600,1042,3631,19,17.0,6,no,yes,yes,3
1471,no,1.8,yes,11,yes,44,0.6,179,2,14,484,711,1689,15,5.0,6,yes,yes,yes,1
988,yes,0.9,no,13,yes,28,0.9,192,4,20,199,679,1151,8,,19,yes,yes,no,0
1845,no,2.9,no,1,yes,62,0.9,114,3,7,21,832,3901,5,4.0,7,yes,no,yes,3
1563,no,0.6,yes,10,yes,4,0.6,144,2,13,885,1811,1785,13,12.0,11,yes,yes,no,2
1697,yes,,yes,2,yes,47,0.6,199,5,13,308,1208,1631,8,,12,yes,yes,no,1
1770,yes,2.1,no,0,yes,2,0.9,98,7,2,1303,1814,3258,9,6.0,6,yes,yes,no,3
1271,yes,2.9,yes,16,no,41,1.1,190,8,17,406,1036,2343,10,9.0,17,no,no,yes,2
1111,yes,2.9,yes,6,no,57,1.0,161,1,12,124,833,2787,15,10.0,17,yes,no,no,2
938,no,0.6,yes,14,yes,14,0.2,174,3,17,150,1677,3763,13,1.0,13,yes,no,no,3
1177,yes,1.8,yes,1,yes,45,0.7,177,2,7,90,557,2242,10,6.0,6,yes,yes,no,1
1942,yes,1.1,yes,0,yes,5,0.30000000000000004,204,4,1,588,1809,822,19,18.0,4,yes,yes,yes,1
647,no,2.6,no,10,yes,63,1.1,184,4,14,278,584,3617,18,8.0,14,yes,no,yes,2
1309,no,1.9000000000000001,no,2,no,7,0.7,98,7,3,897,1103,1414,16,9.0,6,no,no,yes,1
1950,no,3.0,yes,4,no,5,0.30000000000000004,146,1,13,651,700,363,6,1.0,11,no,yes,no,0
1511,no,0.7,yes,5,no,50,0.4,91,4,8,1010,1684,1542,12,8.0,4,yes,yes,no,1
628,yes,2.9,yes,3,yes,11,0.9,119,2,9,737,1759,1079,6,1.0,5,yes,no,yes,0
1192,no,2.1,yes,0,no,40,0.30000000000000004,103,5,1,1399,1646,3612,13,7.0,10,no,no,yes,3
1729,yes,2.2,yes,10,no,57,0.4,168,6,18,376,1288,514,5,2.0,7,no,no,no,0
1672,yes,3.1,no,14,no,62,0.6,124,8,20,1117,1330,3026,6,0.0,21,no,no,yes,3
1152,yes,0.6,yes,4,yes,27,1.1,144,1,17,234,1947,1612,11,0.0,17,yes,no,no,1
1814,yes,1.4000000000000001,yes,4,yes,42,1.1,172,7,15,380,1550,3340,18,13.0,12,yes,yes,yes,3
772,yes,1.6,yes,6,no,61,0.30000000000000004,206,4,9,603,1483,3475,7,3.0,5,no,no,yes,3
1904,no,0.6,no,10,no,13,0.30000000000000004,165,4,11,766,877,942,14,10.0,16,yes,yes,no,1
1753,no,2.6,no,1,no,4,0.7,156,8,9,1499,1952,1157,19,14.0,13,no,yes,yes,1
1418,yes,1.9000000000000001,yes,0,no,20,0.2,103,4,0,1175,1578,3874,10,2.0,8,no,no,yes,3
1290,no,0.6,yes,3,yes,61,0.30000000000000004,125,6,6,988,1503,1884,16,,11,yes,no,yes,2
1005,yes,3.0,no,16,yes,16,0.7,129,8,19,190,1905,1800,16,7.0,11,yes,no,no,1
1969,no,,,0,,46,0.7,209,1,7,518,1374,1569,15,,8,yes,yes,no,1
1489,no,1.6,no,5,yes,42,0.9,130,2,7,857,989,2005,12,4.0,4,yes,no,no,2
1571,yes,1.7000000000000002,yes,4,yes,54,1.0,200,4,6,371,665,3907,6,2.0,5,yes,no,no,3
1148,no,3.1,no,5,yes,57,0.5,121,5,10,73,583,293,19,9.0,12,yes,yes,yes,0
1381,yes,1.6,no,6,yes,9,0.9,128,8,13,98,755,1695,11,4.0,19,yes,no,yes,1
1506,no,2.0,yes,7,yes,25,0.4,162,4,9,395,1853,1790,13,11.0,14,yes,no,yes,1
